venda_id,lead_id,data_venda,categoria_produto,segmento,cidade,valor_venda,forma_pagamento
275,908,2025-12-20,Móveis,Consumidor Final (B2C),Dourados,412.17,Cartão parcelado
276,911,2025-08-31,Brinquedos,Consumidor Final (B2C),Campo Grande,432.71,Cartão à vista
277,913,2024-10-25,Papelaria e Escritório,Consumidor Final (B2C),Dourados,233.0,PIX
278,914,2025-11-02,Utilidades Domésticas,Consumidor Final (B2C),Corumbá,248.35,Cartão parcelado
279,916,2025-03-17,Papelaria e Escritório,Conta Corporativa (B2B),Três Lagoas,7661.78,Cartão à vista
280,917,2025-04-21,Moda e Vestuário,Conta Corporativa (B2B),Ponta Porã,5034.11,Cartão parcelado
281,918,2025-01-01,Brinquedos,Consumidor Final (B2C),Dourados,297.76,Cartão à vista
282,919,2025-03-03,Eletrônicos,Consumidor Final (B2C),Dourados,396.6,PIX
283,923,2025-06-04,Móveis,Consumidor Final (B2C),Três Lagoas,329.99,PIX
284,926,2024-07-03,Beleza e Higiene,Consumidor Final (B2C),Ponta Porã,289.68,Cartão à vista
285,928,2024-02-01,Beleza e Higiene,Consumidor Final (B2C),Três Lagoas,347.5,PIX
286,935,2024-05-31,Eletrônicos,Conta Corporativa (B2B),Três Lagoas,10489.2,Cartão à vista
287,940,2025-08-17,Alimentos e Bebidas,Consumidor Final (B2C),Campo Grande,340.52,PIX
288,942,2024-09-17,Eletrônicos,Consumidor Final (B2C),Campo Grande,360.79,PIX
289,943,2024-12-26,Alimentos e Bebidas,Consumidor Final (B2C),Ponta Porã,190.25,Cartão à vista
290,945,2025-05-29,Papelaria e Escritório,Consumidor Final (B2C),Campo Grande,192.86,Cartão à vista
291,949,2025-02-23,Alimentos e Bebidas,Consumidor Final (B2C),Campo Grande,332.91,PIX
292,954,2025-05-04,Casa e Decoração,Consumidor Final (B2C),Ponta Porã,387.08,PIX
293,956,2025-10-16,Brinquedos,Conta Corporativa (B2B),Dourados,8408.25,PIX
294,957,2025-01-07,Ferramentas,Consumidor Final (B2C),Campo Grande,322.54,Cartão parcelado
295,959,2024-09-12,Brinquedos,Consumidor Final (B2C),Dourados,312.16,Cartão parcelado
296,960,2025-06-28,Utilidades Domésticas,Conta Corporativa (B2B),Campo Grande,12635.72,Cartão parcelado
297,961,2025-12-06,Alimentos e Bebidas,Conta Corporativa (B2B),Dourados,10743.51,Cartão parcelado
298,966,2025-11-17,Alimentos e Bebidas,Consumidor Final (B2C),Dourados,420.05,PIX
299,967,2025-05-11,Brinquedos,Consumidor Final (B2C),Corumbá,399.97,PIX
300,969,2025-02-11,Móveis,Consumidor Final (B2C),Campo Grande,445.2,Cartão à vista
301,970,2024-02-06,Utilidades Domésticas,Consumidor Final (B2C),Dourados,376.98,Cartão parcelado
302,974,2024-05-17,Casa e Decoração,Consumidor Final (B2C),Dourados,374.71,Cartão parcelado
303,982,2024-03-25,Ferramentas,Consumidor Final (B2C),Dourados,434.7,Cartão parcelado
304,986,2024-03-08,Móveis,Consumidor Final (B2C),Campo Grande,204.3,Cartão parcelado
305,995,2025-05-19,Moda e Vestuário,Consumidor Final (B2C),Campo Grande,269.23,PIX
306,997,2025-12-31,Moda e Vestuário,Consumidor Final (B2C),Ponta Porã,278.49,Boleto (B2B)
307,998,2025-07-27,Utilidades Domésticas,Consumidor Final (B2C),Corumbá,357.49,Cartão à vista
308,1001,2025-12-31,Papelaria e Escritório,Consumidor Final (B2C),Ponta Porã,205.82,PIX
309,1005,2024-05-03,Eletrônicos,Consumidor Final (B2C),Campo Grande,368.51,Cartão parcelado
310,1007,2024-04-14,Papelaria e Escritório,Consumidor Final (B2C),Três Lagoas,232.16,Cartão parcelado
311,1008,2025-09-28,Ferramentas,Consumidor Final (B2C),Dourados,379.59,Cartão à vista
312,1018,2024-03-13,Brinquedos,Consumidor Final (B2C),Dourados,476.68,Cartão à vista
313,1019,2024-08-06,Moda e Vestuário,Consumidor Final (B2C),Campo Grande,402.62,Contrato Recorrente (B2B)
314,1020,2025-11-19,Alimentos e Bebidas,Consumidor Final (B2C),Dourados,381.84,PIX
315,1022,2024-11-06,Brinquedos,Consumidor Final (B2C),Campo Grande,337.34,Cartão parcelado
316,1027,2025-12-24,Alimentos e Bebidas,Consumidor Final (B2C),Corumbá,394.98,PIX
317,1030,2025-04-21,Móveis,Consumidor Final (B2C),Ponta Porã,331.19,Cartão à vista
318,1031,2025-12-31,Utilidades Domésticas,Consumidor Final (B2C),Ponta Porã,232.75,PIX
319,1033,2025-04-15,Ferramentas,Conta Corporativa (B2B),Campo Grande,10995.34,PIX
320,1034,2024-03-28,Móveis,Consumidor Final (B2C),Dourados,306.31,Cartão parcelado
321,1035,2025-08-17,Papelaria e Escritório,Consumidor Final (B2C),Dourados,108.0,Cartão à vista
322,1037,2024-11-25,Casa e Decoração,Conta Corporativa (B2B),Ponta Porã,6159.21,Contrato Recorrente (B2B)
323,1038,2024-03-03,Brinquedos,Consumidor Final (B2C),Corumbá,469.5,Cartão parcelado
324,1039,2025-01-25,Utilidades Domésticas,Consumidor Final (B2C),Dourados,285.67,Cartão à vista
325,1040,2024-07-10,Beleza e Higiene,Consumidor Final (B2C),Três Lagoas,354.2,PIX
326,1046,2025-08-17,Utilidades Domésticas,Conta Corporativa (B2B),Campo Grande,4486.02,Cartão parcelado
327,1048,2024-08-24,Eletrônicos,Consumidor Final (B2C),Campo Grande,383.58,PIX
328,1052,2024-09-30,Moda e Vestuário,Conta Corporativa (B2B),Três Lagoas,5241.48,PIX
329,1058,2025-07-10,Papelaria e Escritório,Consumidor Final (B2C),Campo Grande,486.18,PIX
330,1064,2024-03-08,Brinquedos,Consumidor Final (B2C),Campo Grande,168.57,Cartão à vista
331,1070,2025-03-18,Moda e Vestuário,Consumidor Final (B2C),Campo Grande,297.43,Boleto (B2B)
332,1075,2024-02-27,Papelaria e Escritório,Consumidor Final (B2C),Dourados,444.22,Cartão à vista
333,1076,2025-12-02,Brinquedos,Consumidor Final (B2C),Campo Grande,398.88,Cartão à vista
334,1080,2025-01-13,Alimentos e Bebidas,Consumidor Final (B2C),Corumbá,326.93,Cartão parcelado
335,1085,2024-09-13,Moda e Vestuário,Consumidor Final (B2C),Três Lagoas,173.32,Cartão parcelado
336,1092,2024-07-11,Utilidades Domésticas,Consumidor Final (B2C),Dourados,130.59,Cartão à vista
337,1094,2025-12-24,Moda e Vestuário,Consumidor Final (B2C),Campo Grande,375.77,Cartão parcelado
338,1098,2024-06-28,Ferramentas,Consumidor Final (B2C),Campo Grande,165.45,Cartão parcelado
339,1099,2024-05-20,Casa e Decoração,Consumidor Final (B2C),Campo Grande,228.72,Cartão parcelado
340,1100,2024-03-20,Alimentos e Bebidas,Consumidor Final (B2C),Campo Grande,414.3,Cartão à vista
341,1104,2025-11-16,Papelaria e Escritório,Conta Corporativa (B2B),Três Lagoas,6780.69,Cartão à vista
342,1110,2024-11-17,Casa e Decoração,Consumidor Final (B2C),Campo Grande,454.06,PIX
343,1116,2024-11-17,Papelaria e Escritório,Conta Corporativa (B2B),Três Lagoas,6878.54,Contrato Recorrente (B2B)
344,1124,2025-01-07,Brinquedos,Consumidor Final (B2C),Campo Grande,299.32,Cartão à vista
345,1128,2024-11-23,Utilidades Domésticas,Consumidor Final (B2C),Dourados,309.41,PIX
346,1129,2024-10-02,Casa e Decoração,Consumidor Final (B2C),Três Lagoas,295.57,Boleto (B2B)
347,1130,2024-02-03,Alimentos e Bebidas,Consumidor Final (B2C),Dourados,278.24,Cartão à vista
348,1131,2025-09-27,Papelaria e Escritório,Consumidor Final (B2C),Dourados,304.55,PIX
349,1132,2024-01-11,Beleza e Higiene,Consumidor Final (B2C),Dourados,546.13,Boleto (B2B)
350,1133,2024-08-17,Ferramentas,Consumidor Final (B2C),Campo Grande,413.42,Cartão à vista
351,1135,2025-10-26,Móveis,Consumidor Final (B2C),Campo Grande,371.52,Cartão à vista
352,1137,2025-12-27,Alimentos e Bebidas,Consumidor Final (B2C),Dourados,202.3,Boleto (B2B)
353,1138,2024-03-08,Casa e Decoração,Consumidor Final (B2C),Dourados,288.94,Cartão parcelado
354,1140,2024-06-19,Brinquedos,Conta Corporativa (B2B),Campo Grande,10038.82,Cartão à vista
355,1141,2024-03-14,Casa e Decoração,Consumidor Final (B2C),Dourados,342.35,Cartão parcelado
356,1147,2025-02-03,Ferramentas,Consumidor Final (B2C),Campo Grande,323.22,Cartão à vista
357,1152,2024-12-25,Moda e Vestuário,Consumidor Final (B2C),Campo Grande,303.94,Boleto (B2B)
358,1154,2024-01-27,Papelaria e Escritório,Conta Corporativa (B2B),Campo Grande,7679.97,Cartão à vista
359,1157,2025-04-22,Beleza e Higiene,Consumidor Final (B2C),Corumbá,240.9,Cartão parcelado
360,1158,2024-08-11,Casa e Decoração,Conta Corporativa (B2B),Ponta Porã,5451.72,PIX
361,1166,2025-12-01,Casa e Decoração,Consumidor Final (B2C),Campo Grande,267.47,PIX
362,1172,2024-08-18,Brinquedos,Consumidor Final (B2C),Campo Grande,315.61,Boleto (B2B)
363,1184,2024-12-10,Alimentos e Bebidas,Consumidor Final (B2C),Três Lagoas,426.8,Cartão parcelado
364,1185,2025-12-29,Ferramentas,Consumidor Final (B2C),Corumbá,199.42,Contrato Recorrente (B2B)
365,1187,2024-03-16,Brinquedos,Consumidor Final (B2C),Campo Grande,304.48,Cartão parcelado
366,1190,2024-04-16,Alimentos e Bebidas,Consumidor Final (B2C),Campo Grande,334.98,PIX
367,1194,2024-04-15,Beleza e Higiene,Consumidor Final (B2C),Ponta Porã,286.62,Cartão parcelado
368,1201,2024-08-18,Utilidades Domésticas,Consumidor Final (B2C),Dourados,365.43,Contrato Recorrente (B2B)
369,1202,2025-12-18,Utilidades Domésticas,Consumidor Final (B2C),Campo Grande,326.13,PIX
370,1204,2025-04-26,Papelaria e Escritório,Consumidor Final (B2C),Corumbá,375.33,Cartão à vista
371,1207,2024-10-02,Moda e Vestuário,Consumidor Final (B2C),Corumbá,300.23,Cartão à vista
372,1208,2025-04-02,Utilidades Domésticas,Consumidor Final (B2C),Campo Grande,291.2,Boleto (B2B)
373,1216,2025-05-26,Brinquedos,Consumidor Final (B2C),Campo Grande,250.72,PIX
374,1219,2024-09-23,Utilidades Domésticas,Consumidor Final (B2C),Campo Grande,347.07,Cartão parcelado
375,1220,2025-09-25,Utilidades Domésticas,Conta Corporativa (B2B),Campo Grande,10188.7,Cartão parcelado
376,1222,2025-02-27,Moda e Vestuário,Consumidor Final (B2C),Dourados,312.64,Boleto (B2B)
377,1224,2024-07-14,Alimentos e Bebidas,Consumidor Final (B2C),Ponta Porã,243.17,Cartão à vista
378,1226,2024-10-03,Eletrônicos,Consumidor Final (B2C),Campo Grande,286.81,Cartão à vista
379,1231,2025-03-31,Alimentos e Bebidas,Consumidor Final (B2C),Campo Grande,287.38,PIX
380,1239,2025-06-27,Eletrônicos,Consumidor Final (B2C),Campo Grande,405.79,Cartão à vista
381,1241,2024-06-19,Brinquedos,Consumidor Final (B2C),Dourados,249.89,Cartão parcelado
382,1246,2025-10-22,Móveis,Consumidor Final (B2C),Campo Grande,159.82,Cartão à vista
383,1247,2025-05-26,Alimentos e Bebidas,Consumidor Final (B2C),Corumbá,353.93,PIX
384,1248,2025-12-31,Eletrônicos,Consumidor Final (B2C),Ponta Porã,297.26,Cartão à vista
385,1249,2025-01-15,Papelaria e Escritório,Conta Corporativa (B2B),Campo Grande,11414.63,Cartão à vista
386,1252,2024-11-28,Ferramentas,Consumidor Final (B2C),Campo Grande,305.62,Cartão à vista
387,1254,2025-05-30,Móveis,Conta Corporativa (B2B),Campo Grande,9065.92,Cartão parcelado
388,1263,2025-11-17,Casa e Decoração,Consumidor Final (B2C),Campo Grande,313.62,Cartão à vista
389,1266,2024-12-29,Ferramentas,Consumidor Final (B2C),Ponta Porã,215.3,Cartão à vista
390,1269,2025-10-13,Beleza e Higiene,Consumidor Final (B2C),Corumbá,257.09,Cartão parcelado
391,1271,2025-04-30,Móveis,Consumidor Final (B2C),Ponta Porã,304.35,Cartão à vista
392,1272,2025-02-23,Móveis,Consumidor Final (B2C),Dourados,440.47,Cartão à vista
393,1274,2025-06-18,Utilidades Domésticas,Consumidor Final (B2C),Dourados,226.07,Cartão parcelado
394,1280,2024-08-04,Casa e Decoração,Consumidor Final (B2C),Campo Grande,375.64,Contrato Recorrente (B2B)
395,1284,2025-01-16,Casa e Decoração,Consumidor Final (B2C),Campo Grande,536.36,PIX
396,1286,2024-09-19,Alimentos e Bebidas,Consumidor Final (B2C),Campo Grande,245.11,PIX
397,1287,2024-03-09,Eletrônicos,Consumidor Final (B2C),Campo Grande,208.35,Contrato Recorrente (B2B)
398,1293,2025-03-15,Papelaria e Escritório,Consumidor Final (B2C),Campo Grande,461.67,Cartão à vista
399,1294,2025-03-23,Eletrônicos,Consumidor Final (B2C),Dourados,288.87,Cartão parcelado
400,1296,2024-05-16,Beleza e Higiene,Conta Corporativa (B2B),Ponta Porã,7811.19,Cartão parcelado
401,1299,2024-10-30,Móveis,Consumidor Final (B2C),Campo Grande,159.85,Cartão parcelado
402,1304,2025-09-10,Utilidades Domésticas,Consumidor Final (B2C),Campo Grande,307.02,PIX
403,1310,2025-01-23,Casa e Decoração,Conta Corporativa (B2B),Dourados,11159.82,PIX
404,1311,2025-09-13,Ferramentas,Consumidor Final (B2C),Ponta Porã,396.7,PIX
405,1312,2025-12-31,Utilidades Domésticas,Consumidor Final (B2C),Campo Grande,320.44,PIX
406,1314,2025-09-18,Papelaria e Escritório,Consumidor Final (B2C),Corumbá,225.02,Cartão à vista
407,1315,2025-06-29,Ferramentas,Consumidor Final (B2C),Dourados,377.47,Cartão à vista
408,1318,2024-10-06,Papelaria e Escritório,Conta Corporativa (B2B),Campo Grande,9010.88,Cartão à vista
409,1319,2025-10-02,Ferramentas,Consumidor Final (B2C),Ponta Porã,314.69,Cartão à vista
410,1320,2025-01-27,Papelaria e Escritório,Consumidor Final (B2C),Campo Grande,486.62,Cartão parcelado
411,1321,2024-04-06,Ferramentas,Consumidor Final (B2C),Campo Grande,436.0,Cartão parcelado
412,1322,2025-05-20,Alimentos e Bebidas,Consumidor Final (B2C),Ponta Porã,295.26,Contrato Recorrente (B2B)
413,1323,2025-06-08,Moda e Vestuário,Consumidor Final (B2C),Campo Grande,308.88,Cartão à vista
414,1326,2024-03-17,Alimentos e Bebidas,Consumidor Final (B2C),Ponta Porã,146.5,Cartão à vista
415,1329,2024-02-20,Beleza e Higiene,Consumidor Final (B2C),Corumbá,251.95,Boleto (B2B)
416,1330,2024-03-23,Alimentos e Bebidas,Consumidor Final (B2C),Campo Grande,244.73,Cartão parcelado
417,1332,2024-05-28,Móveis,Consumidor Final (B2C),Três Lagoas,217.79,Cartão parcelado
418,1333,2025-12-27,Casa e Decoração,Consumidor Final (B2C),Campo Grande,218.49,Cartão parcelado
419,1335,2024-11-11,Utilidades Domésticas,Consumidor Final (B2C),Dourados,196.7,Cartão à vista
420,1338,2025-05-15,Utilidades Domésticas,Consumidor Final (B2C),Ponta Porã,542.66,PIX
421,1342,2024-09-05,Beleza e Higiene,Consumidor Final (B2C),Dourados,296.38,Cartão parcelado
422,1343,2024-05-12,Brinquedos,Conta Corporativa (B2B),Dourados,9605.15,Cartão à vista
423,1345,2024-01-23,Eletrônicos,Consumidor Final (B2C),Campo Grande,332.65,Cartão à vista
424,1348,2024-02-12,Moda e Vestuário,Consumidor Final (B2C),Ponta Porã,181.36,PIX
425,1351,2024-10-20,Papelaria e Escritório,Consumidor Final (B2C),Três Lagoas,466.58,Cartão parcelado
426,1355,2025-03-07,Eletrônicos,Consumidor Final (B2C),Campo Grande,281.91,PIX
427,1360,2024-06-16,Utilidades Domésticas,Conta Corporativa (B2B),Ponta Porã,11043.98,PIX
428,1361,2024-06-08,Eletrônicos,Consumidor Final (B2C),Ponta Porã,330.83,Cartão parcelado
429,1362,2024-10-12,Ferramentas,Consumidor Final (B2C),Três Lagoas,147.36,Cartão à vista
430,1366,2025-04-11,Moda e Vestuário,Consumidor Final (B2C),Dourados,245.68,PIX
431,1368,2024-03-07,Ferramentas,Conta Corporativa (B2B),Ponta Porã,7073.37,PIX
432,1375,2025-05-22,Beleza e Higiene,Consumidor Final (B2C),Campo Grande,50.0,Cartão parcelado
433,1379,2024-01-22,Moda e Vestuário,Consumidor Final (B2C),Campo Grande,459.88,Cartão parcelado
434,1380,2025-12-30,Alimentos e Bebidas,Consumidor Final (B2C),Corumbá,380.23,PIX
435,1381,2024-09-04,Beleza e Higiene,Consumidor Final (B2C),Ponta Porã,330.69,Cartão à vista
436,1384,2024-02-29,Alimentos e Bebidas,Consumidor Final (B2C),Três Lagoas,183.21,PIX
437,1386,2025-12-20,Papelaria e Escritório,Consumidor Final (B2C),Três Lagoas,333.44,PIX
438,1388,2025-01-04,Papelaria e Escritório,Consumidor Final (B2C),Campo Grande,477.72,Cartão à vista
439,1392,2024-09-01,Beleza e Higiene,Conta Corporativa (B2B),Campo Grande,6017.0,PIX
440,1394,2024-08-10,Moda e Vestuário,Consumidor Final (B2C),Campo Grande,249.07,PIX
441,1396,2024-08-19,Utilidades Domésticas,Consumidor Final (B2C),Campo Grande,329.6,Cartão à vista
442,1397,2024-09-11,Moda e Vestuário,Consumidor Final (B2C),Dourados,414.26,Cartão à vista
443,1401,2025-03-24,Eletrônicos,Conta Corporativa (B2B),Campo Grande,7893.0,PIX
444,1409,2024-05-06,Casa e Decoração,Consumidor Final (B2C),Campo Grande,419.45,Cartão à vista
445,1415,2025-05-16,Móveis,Consumidor Final (B2C),Dourados,283.38,Boleto (B2B)
446,1416,2024-09-06,Papelaria e Escritório,Consumidor Final (B2C),Três Lagoas,455.82,Cartão parcelado
447,1417,2024-11-26,Utilidades Domésticas,Consumidor Final (B2C),Três Lagoas,282.97,Boleto (B2B)
448,1420,2024-04-21,Utilidades Domésticas,Consumidor Final (B2C),Ponta Porã,308.07,PIX
449,1423,2024-07-06,Móveis,Consumidor Final (B2C),Campo Grande,244.77,Cartão à vista
450,1425,2025-10-22,Casa e Decoração,Consumidor Final (B2C),Ponta Porã,263.84,Cartão parcelado
451,1426,2025-03-05,Moda e Vestuário,Conta Corporativa (B2B),Corumbá,10357.96,Cartão parcelado
452,1427,2025-06-23,Casa e Decoração,Consumidor Final (B2C),Dourados,244.1,PIX
453,1430,2024-09-08,Papelaria e Escritório,Consumidor Final (B2C),Três Lagoas,281.96,Boleto (B2B)
454,1432,2025-10-29,Moda e Vestuário,Consumidor Final (B2C),Campo Grande,234.23,PIX
455,1435,2025-03-20,Beleza e Higiene,Consumidor Final (B2C),Corumbá,446.96,Cartão à vista
456,1445,2025-06-18,Brinquedos,Consumidor Final (B2C),Corumbá,471.8,Cartão parcelado
457,1446,2024-10-12,Ferramentas,Consumidor Final (B2C),Campo Grande,257.89,Cartão à vista
458,1447,2025-02-12,Utilidades Domésticas,Conta Corporativa (B2B),Três Lagoas,9901.2,Cartão à vista
459,1451,2025-09-12,Casa e Decoração,Consumidor Final (B2C),Campo Grande,346.29,Cartão parcelado
460,1453,2025-01-04,Alimentos e Bebidas,Consumidor Final (B2C),Campo Grande,291.72,Cartão à vista
461,1454,2025-02-26,Casa e Decoração,Consumidor Final (B2C),Ponta Porã,403.04,Boleto (B2B)
462,1456,2024-01-29,Brinquedos,Consumidor Final (B2C),Três Lagoas,270.26,Cartão à vista
463,1460,2025-06-01,Ferramentas,Conta Corporativa (B2B),Ponta Porã,8919.39,PIX
464,1462,2025-07-09,Casa e Decoração,Consumidor Final (B2C),Dourados,306.53,Cartão parcelado
465,1464,2025-04-06,Eletrônicos,Consumidor Final (B2C),Dourados,324.94,PIX
466,1468,2025-08-05,Móveis,Consumidor Final (B2C),Campo Grande,190.44,PIX
467,1470,2024-10-22,Moda e Vestuário,Conta Corporativa (B2B),Corumbá,10622.28,PIX
468,1471,2024-02-28,Ferramentas,Consumidor Final (B2C),Campo Grande,426.73,Cartão parcelado
469,1474,2024-11-17,Moda e Vestuário,Consumidor Final (B2C),Corumbá,247.69,PIX
470,1475,2025-02-15,Papelaria e Escritório,Consumidor Final (B2C),Ponta Porã,256.48,Cartão à vista
471,1478,2025-03-28,Alimentos e Bebidas,Consumidor Final (B2C),Ponta Porã,372.29,Cartão parcelado
472,1480,2024-04-01,Brinquedos,Consumidor Final (B2C),Campo Grande,503.47,Contrato Recorrente (B2B)
473,1481,2025-06-02,Ferramentas,Consumidor Final (B2C),Três Lagoas,313.62,Contrato Recorrente (B2B)
474,1482,2024-08-22,Alimentos e Bebidas,Conta Corporativa (B2B),Ponta Porã,11146.11,Cartão à vista
475,1490,2025-08-25,Casa e Decoração,Consumidor Final (B2C),Campo Grande,467.83,Cartão parcelado
476,1492,2025-12-31,Casa e Decoração,Consumidor Final (B2C),Dourados,407.83,Cartão parcelado
477,1493,2024-09-26,Ferramentas,Consumidor Final (B2C),Campo Grande,473.52,PIX
478,1499,2024-02-15,Móveis,Consumidor Final (B2C),Corumbá,337.43,PIX
479,1503,2024-08-21,Moda e Vestuário,Consumidor Final (B2C),Campo Grande,406.07,Cartão à vista
480,1505,2025-09-02,Beleza e Higiene,Consumidor Final (B2C),Ponta Porã,395.33,PIX
481,1506,2024-07-13,Alimentos e Bebidas,Consumidor Final (B2C),Campo Grande,353.16,Cartão à vista
482,1511,2025-12-31,Alimentos e Bebidas,Consumidor Final (B2C),Campo Grande,388.0,Contrato Recorrente (B2B)
483,1518,2025-08-02,Casa e Decoração,Consumidor Final (B2C),Dourados,371.24,Boleto (B2B)
484,1520,2024-09-28,Brinquedos,Consumidor Final (B2C),Campo Grande,393.98,Cartão à vista
485,1522,2025-07-26,Beleza e Higiene,Consumidor Final (B2C),Dourados,360.29,PIX
486,1526,2024-10-29,Papelaria e Escritório,Consumidor Final (B2C),Campo Grande,420.2,Cartão à vista
487,1531,2024-02-19,Moda e Vestuário,Consumidor Final (B2C),Corumbá,293.14,Cartão à vista
488,1535,2025-03-04,Utilidades Domésticas,Consumidor Final (B2C),Ponta Porã,228.86,Boleto (B2B)
489,1542,2024-06-11,Casa e Decoração,Consumidor Final (B2C),Campo Grande,237.57,Cartão à vista
490,1544,2024-01-28,Papelaria e Escritório,Consumidor Final (B2C),Ponta Porã,300.49,Cartão parcelado
491,1547,2024-11-09,Eletrônicos,Consumidor Final (B2C),Campo Grande,280.32,Boleto (B2B)
492,1556,2024-01-21,Ferramentas,Consumidor Final (B2C),Campo Grande,304.67,Cartão à vista
493,1558,2024-06-19,Casa e Decoração,Conta Corporativa (B2B),Campo Grande,12666.32,Cartão parcelado
494,1560,2024-09-18,Eletrônicos,Consumidor Final (B2C),Campo Grande,180.23,Cartão parcelado
495,1562,2025-09-20,Papelaria e Escritório,Consumidor Final (B2C),Ponta Porã,97.87,PIX
496,1566,2024-08-06,Papelaria e Escritório,Consumidor Final (B2C),Campo Grande,231.74,PIX
497,1568,2024-08-28,Moda e Vestuário,Consumidor Final (B2C),Dourados,176.27,Cartão parcelado
498,1571,2025-03-25,Alimentos e Bebidas,Consumidor Final (B2C),Ponta Porã,226.81,PIX
499,1576,2025-03-09,Móveis,Conta Corporativa (B2B),Campo Grande,8556.38,Boleto (B2B)
500,1577,2024-09-11,Moda e Vestuário,Consumidor Final (B2C),Corumbá,289.54,Boleto (B2B)
501,1585,2025-01-07,Brinquedos,Consumidor Final (B2C),Campo Grande,239.49,Cartão parcelado
502,1587,2025-04-16,Casa e Decoração,Consumidor Final (B2C),Três Lagoas,250.27,PIX
503,1592,2024-06-05,Alimentos e Bebidas,Consumidor Final (B2C),Ponta Porã,305.67,PIX
504,1593,2024-08-20,Casa e Decoração,Consumidor Final (B2C),Campo Grande,358.02,PIX
505,1595,2024-05-17,Beleza e Higiene,Consumidor Final (B2C),Dourados,248.83,Cartão parcelado
506,1598,2024-02-11,Brinquedos,Consumidor Final (B2C),Ponta Porã,269.84,Cartão à vista
507,1602,2024-07-07,Brinquedos,Consumidor Final (B2C),Dourados,437.25,Cartão parcelado
508,1603,2024-02-03,Utilidades Domésticas,Conta Corporativa (B2B),Campo Grande,8411.55,PIX
509,1604,2025-06-11,Eletrônicos,Conta Corporativa (B2B),Corumbá,7395.62,PIX
510,1610,2025-01-02,Alimentos e Bebidas,Consumidor Final (B2C),Três Lagoas,371.61,PIX
511,1617,2024-09-03,Ferramentas,Consumidor Final (B2C),Ponta Porã,495.49,Cartão parcelado
512,1618,2025-05-11,Eletrônicos,Consumidor Final (B2C),Corumbá,280.23,Cartão à vista
513,1619,2025-11-29,Casa e Decoração,Consumidor Final (B2C),Campo Grande,158.96,Cartão à vista
514,1621,2025-11-03,Casa e Decoração,Consumidor Final (B2C),Campo Grande,434.7,Cartão parcelado
515,1626,2025-06-14,Eletrônicos,Consumidor Final (B2C),Campo Grande,448.54,Cartão à vista
516,1634,2025-06-09,Utilidades Domésticas,Consumidor Final (B2C),Campo Grande,219.63,Contrato Recorrente (B2B)
517,1637,2025-09-19,Ferramentas,Consumidor Final (B2C),Corumbá,323.28,Cartão à vista
518,1643,2024-04-11,Ferramentas,Consumidor Final (B2C),Campo Grande,322.9,Cartão parcelado
519,1646,2024-05-27,Beleza e Higiene,Conta Corporativa (B2B),Campo Grande,12313.31,Cartão à vista
520,1647,2025-05-31,Casa e Decoração,Consumidor Final (B2C),Campo Grande,348.26,Cartão à vista
521,1649,2025-09-04,Papelaria e Escritório,Consumidor Final (B2C),Campo Grande,413.56,Cartão à vista
522,1656,2025-02-24,Papelaria e Escritório,Consumidor Final (B2C),Corumbá,187.43,PIX
523,1657,2025-05-14,Utilidades Domésticas,Conta Corporativa (B2B),Campo Grande,12713.48,Cartão parcelado
524,1658,2025-11-04,Papelaria e Escritório,Consumidor Final (B2C),Dourados,304.13,Cartão à vista
525,1661,2025-11-13,Casa e Decoração,Consumidor Final (B2C),Corumbá,219.63,Cartão parcelado
526,1663,2024-09-15,Ferramentas,Consumidor Final (B2C),Corumbá,273.4,PIX
527,1670,2024-10-06,Moda e Vestuário,Consumidor Final (B2C),Campo Grande,209.24,PIX
528,1673,2025-02-18,Papelaria e Escritório,Consumidor Final (B2C),Campo Grande,349.76,Cartão à vista
529,1676,2025-12-31,Eletrônicos,Consumidor Final (B2C),Dourados,272.56,Boleto (B2B)
530,1678,2025-05-04,Moda e Vestuário,Consumidor Final (B2C),Dourados,213.6,Cartão à vista
531,1681,2024-05-08,Ferramentas,Consumidor Final (B2C),Dourados,259.65,Boleto (B2B)
532,1687,2024-08-16,Ferramentas,Consumidor Final (B2C),Campo Grande,298.52,Cartão à vista
533,1689,2024-01-18,Móveis,Consumidor Final (B2C),Campo Grande,421.31,Cartão parcelado
534,1691,2024-10-21,Brinquedos,Conta Corporativa (B2B),Três Lagoas,7494.57,Cartão parcelado
535,1692,2024-10-31,Utilidades Domésticas,Consumidor Final (B2C),Dourados,340.29,Cartão parcelado
536,1693,2025-06-25,Utilidades Domésticas,Consumidor Final (B2C),Ponta Porã,429.69,Cartão parcelado
537,1694,2024-08-30,Utilidades Domésticas,Consumidor Final (B2C),Campo Grande,247.27,Cartão à vista
538,1695,2024-08-24,Alimentos e Bebidas,Consumidor Final (B2C),Ponta Porã,398.18,Cartão parcelado
539,1696,2025-09-21,Beleza e Higiene,Consumidor Final (B2C),Campo Grande,486.2,Cartão à vista
540,1698,2025-12-26,Papelaria e Escritório,Conta Corporativa (B2B),Campo Grande,4820.71,PIX
541,1699,2025-10-29,Brinquedos,Consumidor Final (B2C),Campo Grande,241.48,Boleto (B2B)
542,1701,2025-04-07,Utilidades Domésticas,Consumidor Final (B2C),Dourados,257.22,Cartão parcelado
543,1702,2024-04-13,Utilidades Domésticas,Consumidor Final (B2C),Três Lagoas,174.31,Cartão parcelado
